"x","y"
0.494081245735288,0.0332109970040619
0.152924789348617,0.941288489615545
0.375597169157118,0.423337555024773
0.592076040804386,0.910838258685544
0.315849778009579,0.668301849626005
0.478429600363597,0.403711055871099
0.952944919466972,0.761378220748156
0.676126993028447,0.333588416920975
0.0669801987241954,0.116103767184541
0.416923542041332,0.685982503229752
0.873692884575576,0.387291583465412
0.0720978507306427,0.0397891970351338
0.497237750561908,0.231481174007058
0.134433185681701,0.0545078546274453
0.124821315752342,0.292348576942459
0.354409884894267,0.965895405039191
0.301081985700876,0.793351773405448
0.681284344289452,0.657921429723501
0.777099953964353,0.783660361077636
0.522115773987025,0.790364234242588
0.92195992032066,0.961331500438973
0.571186752757058,0.372809775406495
0.934235460590571,0.85328651079908
0.525969890644774,0.0896879171486944
0.385282918345183,0.270456487312913
0.498941930010915,0.936580263078213
0.679961669724435,0.264689507428557
0.321266661630943,0.252076199976727
0.709163879742846,0.326263014925644
0.115329199936241,0.45405859220773
0.708873595576733,0.306996184866875
0.213502804515883,0.364405504660681
0.857710117707029,0.492003975901753
0.64655291987583,0.231545977992937
0.176659219432622,0.667714079143479
0.424481226596981,0.208644515601918
0.498999652685598,0.423178301425651
0.45317650702782,0.226268842117861
0.475740340538323,0.070648149587214
0.141127366339788,0.245451263384894
0.963443818502128,0.0796890207566321
0.165926389861852,0.591227163560688
0.536818155087531,0.655641893856227
0.643213575938717,0.982072502141818
0.879514743108302,0.603769446257502
0.592091358965263,0.993163530016318
0.69697846705094,0.414933139691129
0.987394573632628,0.957179663935676
0.650053013581783,0.594310152111575
0.54358870559372,0.41287570213899
0.0669483495876193,0.60187381086871
0.102175837615505,0.74962515081279
0.680115784518421,0.777399915503338
0.491482512792572,0.712122796336189
0.658217248972505,0.976479235105217
0.904970905510709,0.038892425596714
0.0430657556280494,0.541389923077077
0.866023718146607,0.322657734621316
0.638931786874309,0.10853861970827
0.85539358202368,0.220315105980262
0.0334597928449512,0.125964875798672
0.508009843993932,0.449590932810679
0.958000194048509,0.630443713627756
0.74655881896615,0.171515933703631
0.427355360006914,0.585104094818234
0.923956260085106,0.730740835657343
0.0332907179836184,0.685937382979318
0.784132225206122,0.557912687538192
0.799452477367595,0.753437832696363
0.745704463683069,0.8329739831388
0.478518139570951,0.0717224834952503
0.760495075955987,0.0766440390143543
0.885191893205047,0.923113815486431
0.739917025202885,0.0488455293234438
0.73432249459438,0.146123128710315
0.18067713920027,0.271042743464932
0.747189036570489,0.528935336042196
0.0326338729355484,0.93335692374967
0.703814537031576,0.165489439619705
0.693235965212807,0.378651638282463
0.757784514920786,0.521349634276703
0.179940221132711,0.961749001871794
0.491869322489947,0.586217794334516
0.175503761041909,0.251874875277281
0.191459444351494,0.420141531154513
0.760874226922169,0.133886022027582
0.366225632373244,0.174851171672344
0.699453491950408,0.899010152323171
0.798900408204645,0.667585505871102
0.573249163338915,0.311855325475335
0.640890249516815,0.885843221796677
0.156928806565702,0.535313309403136
0.103328400757164,0.47176855802536
0.496920567238703,0.837451455881819
0.700023025507107,0.374661918962374
0.88468721928075,0.280569479335099
0.219535743352026,0.949569430667907
0.304189368151128,0.958633995614946
0.480840186821297,0.113320745294914
0.951499225571752,0.396425904007629
0.694531202549115,0.240386414108798
0.0952087834011763,0.868009474826977
0.963191218907014,0.685176006052643
0.164801479317248,0.682445225073025
0.183454918442294,0.0754731954075396
0.482476481236517,0.621314817573875
0.666445409646258,0.712439270690084
0.0360189038328826,0.421806957572699
0.807107801316306,0.0568163660354912
0.814634278416634,0.578921655658633
0.00869208527728915,0.669787470484152
0.556959918700159,0.330710562178865
0.687303298385814,0.402149445610121
0.824142475845292,0.377536198822781
0.760622820584103,0.384721561335027
0.727378470124677,0.980678049148992
0.862699504708871,0.779567652847618
0.977650283602998,0.0813413748983294
0.412673803046346,0.23689237027429
0.0175817210692912,0.344035142799839
0.993695575743914,0.506795492721722
0.0221018497832119,0.43545397487469
0.552029141457751,0.464933441951871
0.0983161141630262,0.605619294336066
0.579819907667115,0.36578248324804
0.398101575905457,0.789986657677218
0.807500611292198,0.709173571318388
0.0216337060555816,0.816701396368444
0.128676024731249,0.509905303595588
0.632474462967366,0.872396331978962
0.641362972557545,0.94050010247156
0.374562752898782,0.144722422817722
0.0104414594825357,0.241231360472739
0.694616499822587,0.785617656074464
0.856053641065955,0.77989646140486
0.36668306030333,0.0931877018883824
0.0990556741598994,0.34802422998473
0.869462713133544,0.113098161760718
0.372262889752164,0.631926903966814
0.20210062735714,0.776438320055604
0.245323408860713,0.276961157331243
0.266480987891555,0.665038274135441
0.676289673894644,0.176811331417412
0.298770369496197,0.630141757195815
0.348950930638239,0.5061734423507
0.554589315084741,0.775169680127874
0.250226350268349,0.186370330164209
0.0642768677789718,0.309340363834053
0.291277504758909,0.221124466042966
0.370227025123313,0.419371768366545
0.304663180140778,0.537448722403497
0.896655376069248,0.651720207184553
0.589395892573521,0.398842876544222
0.546735489508137,0.21742926677689
0.248200122267008,0.345616515725851
0.768063762923703,0.112084665102884
0.310468077426776,0.964835357619449
0.958432339597493,0.091935129603371
0.3929887348786,0.79831451154314
0.649017555406317,0.106448356760666
0.98427455779165,0.496464602649212
0.891137228813022,0.979029311100021
0.993776762159541,0.591673930408433
0.00592986680567265,0.255586571060121
0.786925103282556,0.587574436562136
0.804253901587799,0.67616094998084
0.159654330229387,0.273461020551622
0.310546911554411,0.855882458155975
0.00658821035176516,0.755083271302283
0.077638064743951,0.908267733175308
0.812299435259774,0.566336241317913
0.68265708675608,0.0316227290313691
0.260481913341209,0.0651915369089693
0.805095252580941,0.44505832111463
0.177464279346168,0.582203933736309
0.392006715526804,0.724398266291246
0.881588474847376,0.872945939889178
0.668029340449721,0.992741223890334
0.730057433713228,0.658106779679656
0.234188452828676,0.932796716922894
0.716580945067108,0.382044072030112
0.520901940297335,0.869586716638878
0.44686645665206,0.146842744201422
0.697074599564075,0.760440085083246
0.992250977316871,0.895444939145818
0.926885229535401,0.630453033139929
0.260832793544978,0.711910176789388
0.204733642283827,0.765180898131803
0.687624535057694,0.897054567933083
0.896495273802429,0.369750863639638
0.520585297839716,0.630454160505906
0.777945767855272,0.193858289625496
0.229104363592342,0.0882105142809451
0.894700501812622,0.0298489078413695
0.936955302720889,0.398620783817023
0.718383215367794,0.313315064413473
0.874526468804106,0.0109474807977676
0.667990813963115,0.142480287933722
0.900559870526195,0.0307026389054954
0.797251458046958,0.179706815630198
0.210330497473478,0.59560879599303
0.550592484418303,0.06563416053541
0.00313691212795675,0.0503555389586836
0.750322422478348,0.852218419779092
0.816042908001691,0.221987782279029
0.445473037427291,0.1167996826116
0.889021634124219,0.867222888860852
0.773965935222805,0.0792814595624804
0.960034646792337,0.807812211802229
0.194927770644426,0.186727434396744
0.104278406826779,0.224140335107222
0.684040407883003,0.587545405840501
0.355448561254889,0.351945258909836
0.636147627606988,0.560896138427779
0.98141591087915,0.160849970299751
0.667659189319238,0.883410004200414
0.600760849192739,0.657872140640393
0.98515465343371,0.336357962805778
0.680526568787172,0.84324270975776
0.714929663343355,0.615310131339356
0.238115393323824,0.140797837870196
0.89523452357389,0.406854992266744
0.613319841213524,0.128749836236238
0.417751474538818,0.768380775349215
0.0534694180823863,0.779996260069311
0.966017818078399,0.818448495585471
0.544795169262215,0.0453526976052672
0.121497272048146,0.116760810604319
0.347074044635519,0.641741573112085
0.342594358371571,0.508427987573668
0.598932865541428,0.974399962229654
0.450394300511107,0.5214995786082
0.302744961343706,0.30216324981302
0.0389874360989779,0.331284964224324
0.832999409176409,0.308971096528694
0.870144825428724,0.783624985720962
0.513727109879255,0.0470458641648293
0.615602911217138,0.654117558849975
0.636662503238767,0.539405691670254
0.611392341088504,0.868779899785295
0.271728210151196,0.821617372799665
0.781263077864423,0.447961759287864
0.384981130482629,0.150513087166473
0.045354534406215,0.633162880083546
0.731506797717884,0.327987147960812
0.482365924632177,0.333931307774037
0.101474543102086,0.348556511802599
0.766656601568684,0.00451083341613412
0.772051452891901,0.620253549655899
0.617158501176164,0.843524839263409
0.546406781533733,0.0662372934166342
0.309104720596224,0.399565565166995
0.930719990748912,0.0661952493246645
0.994327173801139,0.61229105386883
