"x","y","xv","yv"
0.280212651006877,0.770558435702696,0.939789669551827,-0.341753386235848
0.000294338911771774,0.208009332884103,0.999998998850189,-0.00141502601356077
0.186464376281947,0.127969726221636,0.56585445420582,-0.824505146530592
0.973820394603536,0.802620453061536,0.636014461476637,-0.771677137663533
0.39656401751563,0.0921681020408869,0.226382797788582,-0.974038412417813
0.42537234025076,0.30446575046517,0.58203331579762,-0.813164939788741
0.0812152170110494,0.0568382749333978,0.573378544305363,-0.819290574173939
0.908930922858417,0.350940499920398,0.360187301250212,-0.93288000729895
0.284903094405308,0.694682248868048,0.925212925743123,-0.379448339089593
0.782383164623752,0.211142442421988,0.260549671084294,-0.965460443984043
0.646843859925866,0.551008994691074,0.648462264643005,-0.761246800541103
0.394880783744156,0.0946615010034293,0.233117070523581,-0.972448678044504
0.436683008912951,0.817088711773977,0.881948189985524,-0.471346359041054
0.909252158133313,0.581479342887178,0.538763109862163,-0.842457305417699
0.766647283220664,0.470280191861093,0.522884993072894,-0.852403240267867
0.100394422886893,0.16970772203058,0.860676343647988,-0.509152463889482
0.44562542042695,0.615065870573744,0.809796436401966,-0.586710943813627
0.123841208172962,0.788164591882378,0.987879667835314,-0.155221654022853
0.0254830080084503,0.776089226361364,0.999461361893351,-0.0328174661162038
0.532683716854081,0.43831122177653,0.635388036805747,-0.77219300869934
0.556195800425485,0.572088688379154,0.716995880648468,-0.697077403975432
0.0585823317524046,0.491580965928733,0.992973853265154,-0.118333962714651
0.40015344787389,0.707789232954383,0.870510852835556,-0.492149220354471
0.576980848098174,0.302452821051702,0.464277703485119,-0.885689682703024
0.711149714654312,0.72558505856432,0.714175267507586,-0.699966918704355
0.355169404530898,0.0759249981492758,0.209048028392807,-0.977905374678491
0.335800548549742,0.704994091764092,0.902816235016685,-0.430026564051918
0.552622770192102,0.64851002022624,0.761134119543716,-0.648594520533756
0.782006453489885,0.748742062598467,0.69157751291104,-0.722302252271014
0.885058149695396,0.26696275966242,0.2887819137284,-0.957394906140284
0.448297323193401,0.0547292870469391,0.121182841110886,-0.992630202552942
0.11991914594546,0.444334083003923,0.965456994652932,-0.260562452160186
0.956543277716264,0.894790827063844,0.683140850183563,-0.730286641539114
0.62601313367486,0.631742678117007,0.710320544926569,-0.703878344215264
0.731285424670205,0.647317047696561,0.66280977071449,-0.748787825652505
0.375002922490239,0.791795991593972,0.903763597926379,-0.428031960329093
0.0850658565759659,0.917219446506351,0.995726896445067,-0.0923468878515989
0.960994739318267,0.497464555781335,0.459713287451122,-0.888067392341866
0.987848754739389,0.751961192581803,0.605693809950991,-0.795697812355327
0.630081328796223,0.869916416006163,0.809879380862656,-0.586596444289872
0.0565405506640673,0.643004650715739,0.996156275502653,-0.0875938055839752
0.0672664360608906,0.918408717727289,0.99732852068593,-0.0730467098945193
0.855174027150497,0.149334569228813,0.172021669154128,-0.98509316581805
0.421593940583989,0.532540482934564,0.784046260382487,-0.620702393728458
0.479526891373098,0.133406079141423,0.268024645313839,-0.96341205592643
0.728135756915435,0.185461535817012,0.24682662591301,-0.969059655924443
0.609051736770198,0.486935697961599,0.624455978788785,-0.781060004452245
0.665280090877786,0.0934102784376591,0.139043565303067,-0.990286265151553
0.431210915092379,0.890342613914981,0.900000671648821,-0.435888507570078
0.232812244910747,0.915936079109088,0.969181886539849,-0.246346241706788
0.903191034216434,0.918584508821368,0.713056173470374,-0.701106905882254
0.939758998574689,0.769812837708741,0.6336908865547,-0.773586362533311
0.0344771088566631,0.132272060960531,0.967668439040597,-0.252225676894193
