"x","y","xv","yv"
0.365166381234303,0.58237911039032,-0.999997792406494,-0.00210123348036259
0.688623641151935,0.699597511440516,-0.996495389101655,-0.0836477106628834
0.965525686275214,0.818263175198808,-0.955333626406698,-0.295529460894558
0.924493666738272,0.394717946415767,-0.979980563703355,-0.199093181107876
0.0375352369155735,0.242773825069889,0.992792455223843,0.119846321806781
0.000136058777570724,0.0515768334735185,-0.979170189757644,-0.203041226084701
0.402288751909509,0.313424757448956,0.956799594181152,-0.290748235720842
0.316867503803223,0.0388367399573326,-0.952918139554115,0.303227669101492
0.675979060120881,0.473153627011925,0.994209001408237,-0.1074637684005
0.214233060600236,0.228113956283778,-0.99730827324276,-0.0733226303506939
0.688015659339726,0.0165624334476888,0.998325783748753,0.0578414168432764
0.967119964538142,0.525550280930474,-0.965453580105957,-0.260575103685271
0.0422523522283882,0.0389490891247988,-0.977926075278628,-0.208951169630945
0.161498141009361,0.0400532854255289,0.995820111260072,-0.091336225069672
0.550075045321137,0.849545147037134,-0.994618860552721,0.103601748213083
0.251517891651019,0.476010404294357,-0.955991493459576,0.29339438377878
0.81438573799096,0.298770167399198,-0.991131234698331,0.132886702138936
0.683374744607136,0.875747962854803,0.99707515019057,0.0764273830014665
0.937991808401421,0.104003730462864,0.962197176964719,0.272353800489592
0.836243526078761,0.994445317424834,-0.995036292364305,0.0995126970687553
0.0222417702898383,0.583828223636374,0.996361937743779,0.0852225851254321
0.812726753996685,0.846824747975916,0.973944366875206,0.226787059225288
0.540564572904259,0.577360254013911,0.992741006733467,-0.120271748760143
0.948908738093451,0.20945424027741,-0.989033070308261,0.147694230884669
0.708326467080042,0.146381567930803,0.987216698769248,0.159383781079342
0.608181235846132,0.351602780167013,-0.988340947972818,-0.152256922864582
0.935214003548026,0.657549627590925,-0.997480598365409,-0.0709398046556758
0.866970654111356,0.141645729308948,0.997556873333938,0.0698590328033292
0.397068543592468,0.646355695091188,0.999649800931279,0.0264627190223323
0.873128548962995,0.226378388470039,0.982073526967021,0.188498243043684
0.823679264634848,0.834304764866829,0.998879171132025,0.0473328794665809
0.80614629178308,0.299372227629647,0.983597200359237,0.180378899668093
0.390171454986557,0.636428238358349,-0.986823771353111,-0.161798777166031
0.998691421700642,0.362075042910874,0.99384236169865,-0.110803249470623
0.19284988520667,0.756710022920743,0.998744530947573,-0.0500935315416408
0.888522072695196,0.720525700831786,-0.998762224209324,0.0497395164074267
0.0700291735120118,0.0502531561069191,-0.996737963796937,-0.0807058332832027
0.540625464404002,0.817555582849309,0.967463628469047,0.253010133373163
0.772332662949339,0.0789489722810686,-0.998645666284976,-0.0520272352738055
0.181599458446726,0.237553687999025,-0.990773323348897,0.13552941282313
0.308477031299844,0.539344951044768,-0.954570993523625,0.297983587338833
0.912452860735357,0.716248042415828,0.999941371506374,0.0108283678341573
0.748225472168997,0.112762985983863,-0.998267649593341,-0.0588362114295885
0.801817936357111,0.763377035502344,0.965937887580015,-0.258774027555815
0.0641468993853778,0.940338579704985,-0.997038065876373,0.0769096560485187
0.540424166945741,0.415940008824691,0.999931397951557,0.0117132143600346
0.800624060910195,0.374512436101213,-0.999950974505754,-0.00990194854520982
0.498399733565748,0.151108017191291,-0.997286615789014,0.0736166147557393
0.012143214000389,0.0513597012031823,-0.983088239599838,-0.183132501649738
0.841642676154152,0.107364937430248,0.984415864933894,0.175856205083739
0.538552987389266,0.687535390723497,0.998853245907436,-0.0478768539085411
0.915206679375842,0.749236202333122,-0.99301676610129,-0.117973311565519
0.294000294525176,0.239880823297426,0.951443094674418,0.307824686463524
0.00454236287623644,0.431157236918807,-0.956371326081048,-0.292153874952871
0.69782653497532,0.622715255012736,-0.978234389807763,-0.207502960454623
0.779483622172847,0.923100723885,-0.989926285224292,-0.141583720187151
0.504995223833248,0.664881001459435,-0.976009872427301,-0.217726270634585
0.776142157847062,0.117765864357352,-0.990601113846272,0.136782430328332
0.156751360977069,0.519687976455316,-0.969717597873134,0.244228950730988
0.629886626498774,0.811027862131596,0.999859509330822,-0.0167619092208647
0.755513578886166,0.671982635278255,-0.994488432529259,0.104846352180211
0.524982523871586,0.237251326441765,-0.952662339037819,-0.304030373119185
